subscription_id,customer_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason
SUB-23614,CUST-13614,Scale,Monthly,3391.75,31,2025-06-07,,Active,
SUB-23615,CUST-13615,Scale,Monthly,11294.24,209,2025-06-07,2025-09-23,Churned,Support / SLA Frustration
SUB-23616,CUST-13616,Growth,Monthly,554.45,20,2025-06-07,,Active,
SUB-23617,CUST-13617,Starter,Monthly,664.4,17,2025-06-07,2025-12-31,Churned,Competitor Alternative
SUB-23618,CUST-13618,Starter,Monthly,552.09,9,2025-06-08,2025-12-28,Churned,Support / SLA Frustration
SUB-23619,CUST-13619,Scale,Annual,1780.71,75,2025-06-08,,Active,
SUB-23620,CUST-13620,Starter,Annual,673.83,18,2025-06-08,,Active,
SUB-23621,CUST-13621,Growth,Annual,1890.09,68,2025-06-08,2025-12-10,Churned,Low Adoption & License Waste
SUB-23622,CUST-13622,Growth,Annual,2086.03,60,2025-06-08,2025-12-31,Churned,Low Adoption & License Waste
SUB-23623,CUST-13623,Starter,Annual,727.39,24,2025-06-09,,Active,
SUB-23624,CUST-13624,Growth,Monthly,2801.8,33,2025-06-09,,Active,
SUB-23625,CUST-13625,Growth,Annual,2627.75,68,2025-06-09,,Active,
SUB-23626,CUST-13626,Enterprise Plus,Annual,16067.44,456,2025-06-09,2025-12-13,Churned,Support / SLA Frustration
SUB-23627,CUST-13627,Growth,Monthly,255.46,16,2025-06-09,,Active,
SUB-23628,CUST-13628,Starter,Monthly,654.45,24,2025-06-10,,Active,
SUB-23629,CUST-13629,Starter,Monthly,651.02,5,2025-06-10,,Active,
SUB-23630,CUST-13630,Starter,Monthly,581.18,13,2025-06-10,,Active,
SUB-23631,CUST-13631,Scale,Annual,2738.15,72,2025-06-10,,Active,
SUB-23632,CUST-13632,Growth,Annual,3556.42,38,2025-06-10,,Active,
SUB-23633,CUST-13633,Growth,Annual,1167.37,92,2025-06-10,,Active,
SUB-23634,CUST-13634,Scale,Annual,9087.06,421,2025-06-10,,Active,
SUB-23635,CUST-13635,Growth,Annual,3753.23,29,2025-06-10,,Active,
SUB-23636,CUST-13636,Starter,Monthly,555.3,19,2025-06-10,2025-12-31,Churned,Support / SLA Frustration
SUB-23637,CUST-13637,Scale,Annual,4987.49,496,2025-06-11,2025-11-04,Churned,Low Adoption & License Waste
SUB-23638,CUST-13638,Scale,Annual,1743.85,35,2025-06-11,,Active,
SUB-23639,CUST-13639,Growth,Annual,3070.02,89,2025-06-11,2025-08-16,Churned,Support / SLA Frustration
SUB-23640,CUST-13640,Scale,Monthly,3121.11,80,2025-06-11,2025-07-25,Churned,Leadership Transition
SUB-23641,CUST-13641,Starter,Monthly,298.15,18,2025-06-11,,Active,
SUB-23642,CUST-13642,Scale,Monthly,3546.33,26,2025-06-11,,Active,
SUB-23643,CUST-13643,Scale,Monthly,2729.88,95,2025-06-11,,Active,
SUB-23644,CUST-13644,Starter,Annual,255.9,16,2025-06-11,,Active,
SUB-23645,CUST-13645,Scale,Annual,2652.73,82,2025-06-11,2025-12-31,Churned,Support / SLA Frustration
SUB-23646,CUST-13646,Growth,Annual,1961.77,45,2025-06-11,,Active,
SUB-23647,CUST-13647,Growth,Annual,1278.94,70,2025-06-12,,Active,
SUB-23648,CUST-13648,Starter,Monthly,455.38,24,2025-06-12,2025-12-31,Churned,Support / SLA Frustration
SUB-23649,CUST-13649,Growth,Monthly,364.94,22,2025-06-12,,Active,
SUB-23650,CUST-13650,Growth,Monthly,187.15,18,2025-06-12,,Active,
SUB-23651,CUST-13651,Growth,Annual,2351.06,75,2025-06-12,,Active,
SUB-23652,CUST-13652,Growth,Monthly,542.99,11,2025-06-12,,Active,
SUB-23653,CUST-13653,Scale,Annual,3385.1,54,2025-06-12,,Active,
SUB-23654,CUST-13654,Enterprise Plus,Annual,15450.16,481,2025-06-12,,Active,
SUB-23655,CUST-13655,Growth,Annual,2947.19,92,2025-06-12,,Active,
SUB-23656,CUST-13656,Growth,Annual,1969.15,66,2025-06-12,,Active,
SUB-23657,CUST-13657,Starter,Annual,143.3,18,2025-06-12,,Active,
SUB-23658,CUST-13658,Growth,Monthly,550.46,21,2025-06-12,,Active,
SUB-23659,CUST-13659,Starter,Monthly,158.18,19,2025-06-12,,Active,
SUB-23660,CUST-13660,Growth,Monthly,456.7,20,2025-06-12,,Active,
SUB-23661,CUST-13661,Growth,Annual,619.75,10,2025-06-13,2025-10-17,Churned,Support / SLA Frustration
SUB-23662,CUST-13662,Enterprise Plus,Annual,6905.95,388,2025-06-13,,Active,
SUB-23663,CUST-13663,Scale,Annual,11998.8,433,2025-06-13,,Active,
SUB-23664,CUST-13664,Starter,Monthly,629.01,16,2025-06-13,,Active,
SUB-23665,CUST-13665,Scale,Annual,1964.69,44,2025-06-13,,Active,
SUB-23666,CUST-13666,Starter,Monthly,343.59,19,2025-06-13,2025-11-27,Churned,Low Adoption & License Waste
SUB-23667,CUST-13667,Growth,Monthly,1321.68,29,2025-06-14,,Active,
SUB-23668,CUST-13668,Enterprise Plus,Annual,15134.21,302,2025-06-14,,Active,
SUB-23669,CUST-13669,Growth,Annual,1987.42,57,2025-06-14,,Active,
SUB-23670,CUST-13670,Growth,Annual,2364.64,36,2025-06-14,,Active,
SUB-23671,CUST-13671,Enterprise Plus,Annual,5821.65,194,2025-06-14,2025-08-25,Churned,Support / SLA Frustration
SUB-23672,CUST-13672,Starter,Annual,209.26,11,2025-06-14,2025-12-31,Churned,Switched Tool
SUB-23673,CUST-13673,Enterprise Plus,Annual,15883.95,177,2025-06-15,,Active,
SUB-23674,CUST-13674,Starter,Monthly,626.91,24,2025-06-15,,Active,
SUB-23675,CUST-13675,Growth,Annual,3028.56,87,2025-06-15,,Active,
SUB-23676,CUST-13676,Growth,Monthly,1737.92,30,2025-06-15,,Active,
SUB-23677,CUST-13677,Growth,Annual,3037.32,80,2025-06-15,,Active,
SUB-23678,CUST-13678,Growth,Monthly,128.39,10,2025-06-15,2025-12-31,Churned,Switched Tool
SUB-23679,CUST-13679,Growth,Monthly,2007.92,65,2025-06-15,,Active,
SUB-23680,CUST-13680,Starter,Annual,512.52,13,2025-06-16,,Active,
SUB-23681,CUST-13681,Enterprise Plus,Annual,6004.83,295,2025-06-16,,Active,
SUB-23682,CUST-13682,Growth,Annual,619.27,9,2025-06-16,2025-12-31,Churned,Support / SLA Frustration
SUB-23683,CUST-13683,Growth,Monthly,2556.87,56,2025-06-16,,Active,
SUB-23684,CUST-13684,Starter,Annual,484.56,14,2025-06-16,,Active,
SUB-23685,CUST-13685,Starter,Monthly,329.46,15,2025-06-16,,Active,
SUB-23686,CUST-13686,Starter,Monthly,420.88,11,2025-06-17,,Active,
SUB-23687,CUST-13687,Scale,Annual,2432.5,74,2025-06-17,,Active,
SUB-23688,CUST-13688,Scale,Annual,11418.85,362,2025-06-17,,Active,
SUB-23689,CUST-13689,Enterprise Plus,Monthly,9794.98,424,2025-06-17,,Active,
SUB-23690,CUST-13690,Starter,Monthly,184.71,5,2025-06-17,,Active,
SUB-23691,CUST-13691,Starter,Monthly,139.59,17,2025-06-18,,Active,
SUB-23692,CUST-13692,Starter,Monthly,148.93,9,2025-06-18,,Active,
SUB-23693,CUST-13693,Growth,Annual,1279.9,99,2025-06-18,2025-12-31,Churned,Low Adoption & License Waste
SUB-23694,CUST-13694,Growth,Monthly,1538.08,90,2025-06-18,2025-12-31,Churned,Internal Restructuring
SUB-23695,CUST-13695,Enterprise Plus,Monthly,9114.77,103,2025-06-18,2025-12-31,Churned,Support / SLA Frustration
SUB-23696,CUST-13696,Starter,Monthly,195.5,9,2025-06-18,,Active,
SUB-23697,CUST-13697,Growth,Annual,428.4,15,2025-06-19,2025-11-02,Churned,Low Adoption & License Waste
SUB-23698,CUST-13698,Starter,Annual,488.96,5,2025-06-19,,Active,
SUB-23699,CUST-13699,Growth,Annual,3542.72,34,2025-06-19,,Active,
SUB-23700,CUST-13700,Starter,Monthly,356.16,17,2025-06-19,2025-12-31,Churned,Support / SLA Frustration
SUB-23701,CUST-13701,Growth,Monthly,342.84,15,2025-06-19,,Active,
SUB-23702,CUST-13702,Scale,Annual,2211.68,53,2025-06-19,,Active,
SUB-23703,CUST-13703,Starter,Monthly,582.14,12,2025-06-19,,Active,
SUB-23704,CUST-13704,Growth,Monthly,669.88,10,2025-06-19,,Active,
SUB-23705,CUST-13705,Starter,Annual,459.24,10,2025-06-20,2025-12-31,Churned,Low Adoption & License Waste
SUB-23706,CUST-13706,Starter,Monthly,687.27,17,2025-06-20,2025-08-11,Churned,Price / Budget Cuts
SUB-23707,CUST-13707,Scale,Monthly,2860.71,63,2025-06-20,2025-09-08,Churned,Support / SLA Frustration
SUB-23708,CUST-13708,Scale,Monthly,1267.72,52,2025-06-20,,Active,
SUB-23709,CUST-13709,Starter,Monthly,535.29,22,2025-06-20,2025-12-01,Churned,Support / SLA Frustration
SUB-23710,CUST-13710,Enterprise Plus,Annual,14202.57,178,2025-06-20,,Active,
SUB-23711,CUST-13711,Starter,Monthly,505.52,21,2025-06-20,,Active,
SUB-23712,CUST-13712,Starter,Monthly,247.46,15,2025-06-20,,Active,
SUB-23713,CUST-13713,Starter,Monthly,205.39,12,2025-06-20,,Active,
SUB-23714,CUST-13714,Starter,Monthly,465.85,15,2025-06-20,2025-12-31,Churned,Low Adoption & License Waste
SUB-23715,CUST-13715,Scale,Monthly,1944.42,51,2025-06-20,2025-12-31,Churned,Support / SLA Frustration
SUB-23716,CUST-13716,Growth,Annual,1778.72,42,2025-06-21,2025-10-07,Churned,Low Adoption & License Waste
SUB-23717,CUST-13717,Scale,Annual,9688.73,168,2025-06-21,,Active,
SUB-23718,CUST-13718,Scale,Monthly,3401.14,54,2025-06-21,,Active,
SUB-23719,CUST-13719,Growth,Annual,1700.54,41,2025-06-21,,Active,
SUB-23720,CUST-13720,Scale,Monthly,3268.35,79,2025-06-21,,Active,
SUB-23721,CUST-13721,Starter,Monthly,716.63,17,2025-06-21,2025-12-31,Churned,Price / Budget Cuts
SUB-23722,CUST-13722,Starter,Annual,487.83,11,2025-06-21,,Active,
SUB-23723,CUST-13723,Scale,Monthly,2861.83,25,2025-06-21,,Active,
SUB-23724,CUST-13724,Growth,Annual,2947.03,53,2025-06-21,,Active,
SUB-23725,CUST-13725,Growth,Monthly,535.75,23,2025-06-21,,Active,
SUB-23726,CUST-13726,Enterprise Plus,Annual,15442.2,164,2025-06-21,,Active,
SUB-23727,CUST-13727,Enterprise Plus,Annual,12915.51,287,2025-06-21,,Active,
SUB-23728,CUST-13728,Scale,Monthly,2696.35,47,2025-06-21,2025-12-31,Churned,Competitor Alternative
SUB-23729,CUST-13729,Growth,Monthly,428.61,24,2025-06-21,,Active,
SUB-23730,CUST-13730,Growth,Annual,2878.74,34,2025-06-22,,Active,
SUB-23731,CUST-13731,Starter,Monthly,269.16,14,2025-06-22,,Active,
SUB-23732,CUST-13732,Scale,Monthly,3012.1,89,2025-06-22,,Active,
SUB-23733,CUST-13733,Starter,Monthly,581.27,11,2025-06-22,,Active,
SUB-23734,CUST-13734,Scale,Monthly,1740.6,75,2025-06-23,,Active,
SUB-23735,CUST-13735,Scale,Annual,3404.86,76,2025-06-23,2025-12-07,Churned,Internal Restructuring
SUB-23736,CUST-13736,Starter,Annual,376.94,13,2025-06-23,,Active,
SUB-23737,CUST-13737,Growth,Monthly,174.09,11,2025-06-23,,Active,
SUB-23738,CUST-13738,Starter,Monthly,588.45,14,2025-06-23,,Active,
SUB-23739,CUST-13739,Starter,Monthly,280.46,20,2025-06-23,,Active,
SUB-23740,CUST-13740,Starter,Monthly,542.55,24,2025-06-23,,Active,
SUB-23741,CUST-13741,Growth,Monthly,572.49,19,2025-06-24,,Active,
SUB-23742,CUST-13742,Growth,Monthly,719.62,13,2025-06-24,,Active,
SUB-23743,CUST-13743,Enterprise Plus,Annual,13407.53,410,2025-06-24,,Active,
SUB-23744,CUST-13744,Enterprise Plus,Annual,9405.53,493,2025-06-24,2025-11-12,Churned,Support / SLA Frustration
SUB-23745,CUST-13745,Growth,Annual,2974.68,38,2025-06-24,,Active,
SUB-23746,CUST-13746,Starter,Monthly,226.29,16,2025-06-24,,Active,
SUB-23747,CUST-13747,Growth,Annual,1468.0,82,2025-06-24,2025-12-31,Churned,Internal Restructuring
SUB-23748,CUST-13748,Growth,Annual,1631.25,57,2025-06-24,,Active,
SUB-23749,CUST-13749,Starter,Monthly,729.57,23,2025-06-24,,Active,
SUB-23750,CUST-13750,Starter,Annual,505.72,6,2025-06-24,,Active,
SUB-23751,CUST-13751,Growth,Monthly,647.75,23,2025-06-24,2025-09-06,Churned,Switched Tool
SUB-23752,CUST-13752,Growth,Annual,2611.43,39,2025-06-24,,Active,
SUB-23753,CUST-13753,Growth,Monthly,225.1,20,2025-06-24,,Active,
SUB-23754,CUST-13754,Growth,Annual,2532.33,75,2025-06-25,2025-12-31,Churned,Support / SLA Frustration
SUB-23755,CUST-13755,Growth,Monthly,1235.02,60,2025-06-25,2025-12-25,Churned,Support / SLA Frustration
SUB-23756,CUST-13756,Growth,Monthly,1043.91,47,2025-06-25,,Active,
SUB-23757,CUST-13757,Scale,Monthly,3292.21,30,2025-06-25,,Active,
SUB-23758,CUST-13758,Growth,Annual,3238.71,29,2025-06-25,,Active,
SUB-23759,CUST-13759,Starter,Monthly,219.32,18,2025-06-25,,Active,
SUB-23760,CUST-13760,Enterprise Plus,Annual,10443.83,451,2025-06-26,,Active,
SUB-23761,CUST-13761,Starter,Monthly,428.41,6,2025-06-26,,Active,
SUB-23762,CUST-13762,Starter,Monthly,714.65,23,2025-06-26,,Active,
SUB-23763,CUST-13763,Growth,Annual,1416.51,53,2025-06-26,,Active,
SUB-23764,CUST-13764,Growth,Annual,2853.95,68,2025-06-26,,Active,
SUB-23765,CUST-13765,Growth,Monthly,3150.25,61,2025-06-26,,Active,
SUB-23766,CUST-13766,Starter,Monthly,541.26,9,2025-06-26,2025-12-31,Churned,Support / SLA Frustration
SUB-23767,CUST-13767,Scale,Annual,2742.51,60,2025-06-26,,Active,
SUB-23768,CUST-13768,Growth,Monthly,2679.8,30,2025-06-27,2025-09-18,Churned,Support / SLA Frustration
SUB-23769,CUST-13769,Scale,Annual,10308.32,210,2025-06-27,,Active,
SUB-23770,CUST-13770,Starter,Annual,563.61,20,2025-06-27,,Active,
SUB-23771,CUST-13771,Starter,Monthly,725.7,8,2025-06-27,2025-12-31,Churned,Low Adoption & License Waste
SUB-23772,CUST-13772,Scale,Monthly,2613.74,28,2025-06-27,2025-12-31,Churned,Support / SLA Frustration
SUB-23773,CUST-13773,Growth,Monthly,574.34,21,2025-06-27,2025-11-22,Churned,Support / SLA Frustration
SUB-23774,CUST-13774,Starter,Monthly,209.19,8,2025-06-27,,Active,
SUB-23775,CUST-13775,Growth,Annual,362.36,11,2025-06-27,,Active,
SUB-23776,CUST-13776,Growth,Monthly,747.76,19,2025-06-28,,Active,
SUB-23777,CUST-13777,Growth,Annual,279.45,7,2025-06-28,,Active,
SUB-23778,CUST-13778,Starter,Monthly,226.51,7,2025-06-28,,Active,
SUB-23779,CUST-13779,Starter,Annual,421.97,6,2025-06-28,,Active,
SUB-23780,CUST-13780,Scale,Annual,2777.53,45,2025-06-28,,Active,
SUB-23781,CUST-13781,Growth,Monthly,2983.83,68,2025-06-29,,Active,
SUB-23782,CUST-13782,Enterprise Plus,Annual,16058.31,407,2025-06-29,,Active,
SUB-23783,CUST-13783,Starter,Monthly,226.24,18,2025-06-29,2025-09-04,Churned,Support / SLA Frustration
SUB-23784,CUST-13784,Growth,Monthly,129.63,19,2025-06-29,2025-12-31,Churned,Competitor Alternative
SUB-23785,CUST-13785,Scale,Monthly,5260.07,361,2025-06-29,,Active,
SUB-23786,CUST-13786,Starter,Annual,685.9,19,2025-06-29,2025-10-15,Churned,Price / Budget Cuts
SUB-23787,CUST-13787,Growth,Annual,3034.44,87,2025-06-29,,Active,
SUB-23788,CUST-13788,Enterprise Plus,Annual,7576.98,441,2025-06-29,,Active,
SUB-23789,CUST-13789,Growth,Monthly,442.3,16,2025-06-30,,Active,
SUB-23790,CUST-13790,Scale,Monthly,3383.11,63,2025-06-30,,Active,
SUB-23791,CUST-13791,Enterprise Plus,Monthly,7636.32,277,2025-06-30,,Active,
SUB-23792,CUST-13792,Starter,Monthly,129.98,9,2025-06-30,,Active,
SUB-23793,CUST-13793,Starter,Monthly,297.53,16,2025-06-30,,Active,
SUB-23794,CUST-13794,Enterprise Plus,Annual,7760.61,445,2025-06-30,,Active,
SUB-23795,CUST-13795,Starter,Annual,347.85,20,2025-07-01,,Active,
SUB-23796,CUST-13796,Growth,Monthly,211.2,21,2025-07-01,2025-10-19,Churned,Low Adoption & License Waste
SUB-23797,CUST-13797,Enterprise Plus,Annual,13242.15,205,2025-07-01,,Active,
SUB-23798,CUST-13798,Growth,Annual,1601.64,36,2025-07-01,,Active,
SUB-23799,CUST-13799,Starter,Monthly,489.29,17,2025-07-01,,Active,
SUB-23800,CUST-13800,Scale,Monthly,1568.09,69,2025-07-01,2025-08-18,Churned,Leadership Transition
SUB-23801,CUST-13801,Starter,Annual,532.23,14,2025-07-01,,Active,
SUB-23802,CUST-13802,Growth,Monthly,200.39,22,2025-07-02,2025-11-02,Churned,Support / SLA Frustration
SUB-23803,CUST-13803,Starter,Annual,294.5,24,2025-07-02,,Active,
SUB-23804,CUST-13804,Growth,Annual,3132.12,72,2025-07-02,2025-08-28,Churned,Support / SLA Frustration
SUB-23805,CUST-13805,Growth,Monthly,732.47,20,2025-07-02,,Active,
SUB-23806,CUST-13806,Growth,Annual,3595.52,76,2025-07-02,2025-10-23,Churned,Low Adoption & License Waste
SUB-23807,CUST-13807,Scale,Monthly,2526.42,36,2025-07-02,2025-12-31,Churned,Support / SLA Frustration
SUB-23808,CUST-13808,Enterprise Plus,Annual,4745.27,274,2025-07-02,,Active,
SUB-23809,CUST-13809,Enterprise Plus,Annual,5371.55,434,2025-07-02,,Active,
SUB-23810,CUST-13810,Starter,Annual,627.97,18,2025-07-02,2025-11-21,Churned,Support / SLA Frustration
SUB-23811,CUST-13811,Growth,Annual,1352.08,87,2025-07-03,,Active,
SUB-23812,CUST-13812,Growth,Monthly,3462.13,26,2025-07-03,2025-12-31,Churned,Leadership Transition
SUB-23813,CUST-13813,Starter,Annual,138.92,18,2025-07-03,,Active,
SUB-23814,CUST-13814,Scale,Annual,1333.28,35,2025-07-03,,Active,
SUB-23815,CUST-13815,Growth,Monthly,488.82,11,2025-07-03,,Active,
SUB-23816,CUST-13816,Growth,Annual,3794.64,81,2025-07-03,,Active,
SUB-23817,CUST-13817,Starter,Monthly,437.72,10,2025-07-04,,Active,
SUB-23818,CUST-13818,Starter,Monthly,164.23,6,2025-07-04,2025-12-31,Churned,Price / Budget Cuts
SUB-23819,CUST-13819,Growth,Monthly,3551.39,25,2025-07-04,,Active,
SUB-23820,CUST-13820,Growth,Monthly,3360.58,96,2025-07-04,,Active,
SUB-23821,CUST-13821,Scale,Monthly,1481.52,30,2025-07-05,,Active,
SUB-23822,CUST-13822,Starter,Monthly,142.8,19,2025-07-05,,Active,
SUB-23823,CUST-13823,Scale,Annual,3529.2,64,2025-07-05,,Active,
SUB-23824,CUST-13824,Scale,Monthly,1471.4,53,2025-07-05,,Active,
SUB-23825,CUST-13825,Scale,Annual,11305.69,471,2025-07-05,,Active,
SUB-23826,CUST-13826,Growth,Monthly,3768.79,74,2025-07-05,,Active,
SUB-23827,CUST-13827,Growth,Monthly,1421.54,27,2025-07-06,2025-12-31,Churned,Support / SLA Frustration
SUB-23828,CUST-13828,Starter,Monthly,616.93,12,2025-07-06,2025-12-31,Churned,Support / SLA Frustration
SUB-23829,CUST-13829,Scale,Annual,942.96,27,2025-07-06,,Active,
SUB-23830,CUST-13830,Growth,Annual,2662.75,98,2025-07-06,,Active,
SUB-23831,CUST-13831,Starter,Annual,242.79,22,2025-07-07,,Active,
SUB-23832,CUST-13832,Starter,Monthly,198.23,7,2025-07-07,,Active,
SUB-23833,CUST-13833,Growth,Monthly,1508.91,73,2025-07-07,,Active,
SUB-23834,CUST-13834,Growth,Annual,1466.76,72,2025-07-07,,Active,
SUB-23835,CUST-13835,Growth,Monthly,977.6,28,2025-07-07,,Active,
SUB-23836,CUST-13836,Starter,Monthly,282.03,14,2025-07-08,2025-08-14,Churned,Price / Budget Cuts
SUB-23837,CUST-13837,Scale,Annual,12707.54,177,2025-07-08,,Active,
SUB-23838,CUST-13838,Starter,Monthly,655.71,7,2025-07-08,2025-09-28,Churned,Support / SLA Frustration
SUB-23839,CUST-13839,Starter,Monthly,606.41,7,2025-07-08,,Active,
SUB-23840,CUST-13840,Starter,Monthly,397.22,21,2025-07-08,,Active,
SUB-23841,CUST-13841,Enterprise Plus,Annual,6496.04,118,2025-07-08,,Active,
SUB-23842,CUST-13842,Growth,Monthly,2785.57,80,2025-07-09,,Active,
SUB-23843,CUST-13843,Scale,Annual,1528.9,94,2025-07-09,,Active,
SUB-23844,CUST-13844,Growth,Annual,3788.7,53,2025-07-09,2025-09-23,Churned,Internal Restructuring
SUB-23845,CUST-13845,Growth,Monthly,266.58,6,2025-07-09,2025-09-18,Churned,Switched Tool
SUB-23846,CUST-13846,Growth,Monthly,121.4,14,2025-07-09,2025-11-16,Churned,Support / SLA Frustration
SUB-23847,CUST-13847,Starter,Monthly,714.05,23,2025-07-10,,Active,
SUB-23848,CUST-13848,Growth,Annual,568.42,9,2025-07-10,2025-11-24,Churned,Support / SLA Frustration
SUB-23849,CUST-13849,Scale,Annual,10131.25,466,2025-07-10,,Active,
SUB-23850,CUST-13850,Growth,Monthly,1296.82,38,2025-07-10,2025-12-31,Churned,Competitor Alternative
SUB-23851,CUST-13851,Enterprise Plus,Annual,11063.33,476,2025-07-10,2025-12-31,Churned,Support / SLA Frustration
SUB-23852,CUST-13852,Starter,Monthly,228.93,13,2025-07-10,,Active,
SUB-23853,CUST-13853,Starter,Monthly,287.58,20,2025-07-10,,Active,
SUB-23854,CUST-13854,Starter,Monthly,512.82,9,2025-07-10,2025-10-15,Churned,Price / Budget Cuts
SUB-23855,CUST-13855,Enterprise Plus,Annual,13217.25,299,2025-07-10,,Active,
SUB-23856,CUST-13856,Scale,Monthly,2007.32,42,2025-07-11,,Active,
SUB-23857,CUST-13857,Starter,Annual,745.39,13,2025-07-11,,Active,
SUB-23858,CUST-13858,Scale,Annual,2133.55,97,2025-07-11,2025-12-10,Churned,Support / SLA Frustration
SUB-23859,CUST-13859,Starter,Monthly,699.08,23,2025-07-11,2025-10-20,Churned,Low Adoption & License Waste
SUB-23860,CUST-13860,Growth,Monthly,530.88,9,2025-07-11,2025-12-31,Churned,Price / Budget Cuts
SUB-23861,CUST-13861,Growth,Monthly,451.34,10,2025-07-11,,Active,
SUB-23862,CUST-13862,Growth,Monthly,1504.01,78,2025-07-11,,Active,
SUB-23863,CUST-13863,Growth,Monthly,1787.36,36,2025-07-11,,Active,
SUB-23864,CUST-13864,Enterprise Plus,Annual,9063.16,218,2025-07-11,2025-12-31,Churned,Support / SLA Frustration
SUB-23865,CUST-13865,Growth,Annual,3726.98,82,2025-07-11,,Active,
SUB-23866,CUST-13866,Scale,Annual,2425.76,40,2025-07-11,,Active,
SUB-23867,CUST-13867,Growth,Monthly,587.74,13,2025-07-11,2025-12-31,Churned,Competitor Alternative
SUB-23868,CUST-13868,Starter,Annual,631.29,10,2025-07-12,,Active,
SUB-23869,CUST-13869,Scale,Monthly,13378.08,145,2025-07-12,2025-12-31,Churned,Competitor Alternative
SUB-23870,CUST-13870,Growth,Annual,2622.59,81,2025-07-12,,Active,
SUB-23871,CUST-13871,Growth,Monthly,1216.62,40,2025-07-12,,Active,
SUB-23872,CUST-13872,Scale,Annual,3475.52,77,2025-07-12,,Active,
SUB-23873,CUST-13873,Starter,Monthly,446.96,23,2025-07-12,,Active,
SUB-23874,CUST-13874,Enterprise Plus,Annual,6018.53,355,2025-07-12,2025-12-31,Churned,Support / SLA Frustration
SUB-23875,CUST-13875,Growth,Annual,3791.07,45,2025-07-13,,Active,
SUB-23876,CUST-13876,Growth,Monthly,3282.88,29,2025-07-13,,Active,
SUB-23877,CUST-13877,Starter,Annual,149.58,18,2025-07-13,,Active,
SUB-23878,CUST-13878,Starter,Monthly,438.57,21,2025-07-13,,Active,
SUB-23879,CUST-13879,Growth,Monthly,2308.38,84,2025-07-13,,Active,
SUB-23880,CUST-13880,Starter,Monthly,654.86,7,2025-07-13,2025-12-30,Churned,Competitor Alternative
SUB-23881,CUST-13881,Starter,Monthly,592.76,16,2025-07-14,,Active,
SUB-23882,CUST-13882,Starter,Monthly,692.94,12,2025-07-14,2025-09-29,Churned,Switched Tool
SUB-23883,CUST-13883,Scale,Annual,1573.29,50,2025-07-14,2025-12-31,Churned,Leadership Transition
SUB-23884,CUST-13884,Starter,Monthly,146.06,8,2025-07-14,,Active,
SUB-23885,CUST-13885,Starter,Annual,248.35,20,2025-07-14,,Active,
SUB-23886,CUST-13886,Starter,Monthly,728.96,13,2025-07-14,2025-12-31,Churned,Competitor Alternative
SUB-23887,CUST-13887,Growth,Monthly,372.39,12,2025-07-14,,Active,
SUB-23888,CUST-13888,Starter,Monthly,276.32,20,2025-07-14,2025-10-16,Churned,Support / SLA Frustration
SUB-23889,CUST-13889,Growth,Annual,2614.89,84,2025-07-14,2025-12-31,Churned,Support / SLA Frustration
SUB-23890,CUST-13890,Starter,Annual,628.52,24,2025-07-14,,Active,
SUB-23891,CUST-13891,Starter,Monthly,346.34,23,2025-07-14,,Active,
SUB-23892,CUST-13892,Starter,Monthly,615.07,5,2025-07-14,2025-08-31,Churned,Support / SLA Frustration
SUB-23893,CUST-13893,Growth,Annual,1275.9,59,2025-07-15,,Active,
SUB-23894,CUST-13894,Growth,Monthly,428.02,12,2025-07-15,2025-09-04,Churned,Switched Tool
SUB-23895,CUST-13895,Starter,Annual,283.76,22,2025-07-15,,Active,
SUB-23896,CUST-13896,Enterprise Plus,Annual,14907.41,283,2025-07-15,,Active,
SUB-23897,CUST-13897,Growth,Monthly,183.45,12,2025-07-15,,Active,
SUB-23898,CUST-13898,Starter,Monthly,307.38,16,2025-07-15,,Active,
SUB-23899,CUST-13899,Starter,Monthly,442.65,23,2025-07-15,,Active,
SUB-23900,CUST-13900,Growth,Monthly,2849.95,96,2025-07-15,,Active,
SUB-23901,CUST-13901,Growth,Annual,1399.94,44,2025-07-15,,Active,
SUB-23902,CUST-13902,Starter,Monthly,299.1,8,2025-07-15,,Active,
SUB-23903,CUST-13903,Growth,Annual,3587.42,90,2025-07-16,2025-12-31,Churned,Support / SLA Frustration
SUB-23904,CUST-13904,Starter,Annual,690.4,5,2025-07-16,,Active,
SUB-23905,CUST-13905,Scale,Monthly,2374.82,25,2025-07-16,2025-12-31,Churned,Leadership Transition
SUB-23906,CUST-13906,Starter,Monthly,130.72,12,2025-07-17,2025-12-31,Churned,Competitor Alternative
SUB-23907,CUST-13907,Scale,Monthly,2285.06,42,2025-07-17,,Active,
SUB-23908,CUST-13908,Starter,Monthly,280.82,21,2025-07-17,,Active,
SUB-23909,CUST-13909,Growth,Annual,1876.65,61,2025-07-17,,Active,
SUB-23910,CUST-13910,Enterprise Plus,Annual,13457.51,350,2025-07-17,,Active,
SUB-23911,CUST-13911,Scale,Annual,2008.85,71,2025-07-17,,Active,
SUB-23912,CUST-13912,Scale,Annual,9986.66,313,2025-07-17,,Active,
SUB-23913,CUST-13913,Starter,Monthly,418.26,23,2025-07-17,,Active,
SUB-23914,CUST-13914,Starter,Monthly,122.02,11,2025-07-17,,Active,
SUB-23915,CUST-13915,Scale,Annual,1634.24,65,2025-07-17,,Active,
