customer_id,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago
CUST-12091,0.542,67,6,3305,5
CUST-12092,0.576,85,5,109548,10
CUST-12093,0.903,63,2,3231,0
CUST-12094,0.811,73,4,6105,2
CUST-12095,0.396,75,5,56862,3
CUST-12096,1.0,75,5,942,9
CUST-12097,0.581,53,6,33040,1
CUST-12098,1.0,81,4,53528,4
CUST-12099,0.405,64,6,40161,12
CUST-12100,0.63,38,3,17227,19
CUST-12101,0.605,89,4,69688,0
CUST-12102,0.589,51,3,39121,0
CUST-12103,0.735,60,2,20895,12
CUST-12104,0.76,51,2,20748,2
CUST-12105,0.664,53,4,96906,7
CUST-12106,0.794,63,2,14744,3
CUST-12107,1.0,85,2,23028,10
CUST-12108,0.762,56,3,33398,2
CUST-12109,0.617,53,5,107088,9
CUST-12110,0.921,50,5,2037,2
CUST-12111,0.503,54,4,28171,1
CUST-12112,0.462,42,4,24183,21
CUST-12113,0.618,35,6,43011,0
CUST-12114,1.0,93,4,26499,2
CUST-12115,0.398,59,4,79062,9
CUST-12116,0.448,76,6,48250,1
CUST-12117,1.0,66,5,2532,4
CUST-12118,0.99,69,3,31048,0
CUST-12119,0.739,64,3,2513,10
CUST-12120,1.0,47,5,62358,11
CUST-12121,0.712,47,3,22904,3
CUST-12122,0.641,64,7,25046,8
CUST-12123,0.519,28,3,19842,22
CUST-12124,0.708,55,3,14758,6
CUST-12125,0.632,58,4,22135,1
CUST-12126,0.417,46,2,24613,9
CUST-12127,0.339,86,5,5841,14
CUST-12128,0.663,67,6,3865,19
CUST-12129,1.0,42,7,13192,1
CUST-12130,0.716,71,7,46380,6
CUST-12131,0.923,74,3,21302,20
CUST-12132,0.515,93,4,28935,1
CUST-12133,0.453,88,5,4771,7
CUST-12134,0.72,61,4,24470,0
CUST-12135,0.675,54,5,9388,2
CUST-12136,0.527,85,5,16043,18
CUST-12137,0.308,59,4,19966,1
CUST-12138,0.421,60,3,37776,17
CUST-12139,0.869,68,5,102741,6
CUST-12140,0.437,65,5,53952,10
CUST-12141,0.973,45,3,33590,5
CUST-12142,0.763,45,2,7634,14
CUST-12143,0.73,46,6,52961,1
CUST-12144,0.31,92,3,7654,5
CUST-12145,0.996,72,7,31994,3
CUST-12146,0.785,94,4,45823,19
CUST-12147,0.673,100,5,50300,0
CUST-12148,0.648,76,3,519,6
CUST-12149,0.724,91,4,7944,1
CUST-12150,0.716,51,2,15795,11
CUST-12151,0.436,69,2,5967,1
CUST-12152,0.639,34,6,56166,5
CUST-12153,0.696,84,3,39861,9
CUST-12154,0.77,89,5,18160,10
CUST-12155,0.86,69,5,1300,0
CUST-12156,0.661,77,3,8224,5
CUST-12157,0.199,54,5,34472,6
CUST-12158,0.256,73,4,12236,6
CUST-12159,0.917,68,5,32565,3
CUST-12160,0.612,61,2,50691,24
CUST-12161,0.734,10,4,11195,6
CUST-12162,0.344,90,6,20716,7
CUST-12163,0.402,88,3,15447,9
CUST-12164,0.631,77,3,1822,6
CUST-12165,0.365,52,6,16150,5
CUST-12166,0.743,60,7,32668,6
CUST-12167,0.808,70,4,24043,7
CUST-12168,0.514,53,3,21912,4
CUST-12169,0.955,53,4,9505,0
CUST-12170,0.905,67,6,8965,11
CUST-12171,0.586,31,2,30390,4
CUST-12172,0.599,64,5,63872,1
CUST-12173,0.568,58,4,9091,3
CUST-12174,0.557,80,5,10871,7
CUST-12175,0.994,53,3,2093,2
CUST-12176,0.662,50,5,28101,1
CUST-12177,0.491,82,4,34053,8
CUST-12178,1.0,82,7,33487,0
CUST-12179,0.714,95,6,2242,3
CUST-12180,0.587,76,2,26898,8
CUST-12181,0.6,20,2,20618,5
CUST-12182,0.572,38,2,169338,1
CUST-12183,0.812,100,7,15513,1
CUST-12184,0.511,70,2,3814,15
CUST-12185,0.58,50,5,75093,1
CUST-12186,0.587,60,5,2000,0
CUST-12187,1.0,100,5,43772,3
CUST-12188,0.957,85,1,4036,6
CUST-12189,0.966,54,5,17573,3
CUST-12190,0.556,52,3,12876,4
CUST-12191,0.375,71,3,1052,1
CUST-12192,1.0,68,1,30178,2
CUST-12193,0.82,80,6,39477,24
CUST-12194,0.741,84,4,92099,7
CUST-12195,0.57,89,2,1518,3
CUST-12196,0.885,49,3,13679,8
CUST-12197,0.71,59,2,26444,0
CUST-12198,0.707,68,7,20011,5
CUST-12199,0.332,61,5,29277,0
CUST-12200,1.0,55,4,24822,33
CUST-12201,0.534,56,3,13893,0
CUST-12202,0.712,59,0,30856,4
CUST-12203,0.666,68,5,40480,3
CUST-12204,0.492,78,5,2861,1
CUST-12205,0.853,100,3,25867,6
CUST-12206,0.711,100,4,5056,4
CUST-12207,0.705,83,5,33135,3
CUST-12208,0.604,33,7,39311,0
CUST-12209,0.922,80,3,5613,5
CUST-12210,0.65,49,4,29748,1
CUST-12211,0.903,71,5,3298,0
CUST-12212,0.647,82,3,13672,1
CUST-12213,0.33,35,6,58686,3
CUST-12214,0.873,68,7,11781,7
CUST-12215,1.0,96,1,15327,4
CUST-12216,0.63,92,5,69818,7
CUST-12217,0.375,72,3,34219,6
CUST-12218,0.666,98,4,26202,6
CUST-12219,0.592,55,3,17172,7
CUST-12220,0.701,62,6,24412,4
CUST-12221,1.0,56,4,6341,8
CUST-12222,0.845,57,2,51218,1
CUST-12223,0.317,40,4,5032,11
CUST-12224,0.496,72,4,114071,1
CUST-12225,0.916,42,4,14982,1
CUST-12226,0.459,49,4,25305,6
CUST-12227,0.576,84,5,78308,8
CUST-12228,0.729,94,4,8588,2
CUST-12229,1.0,40,2,19544,1
CUST-12230,0.888,68,2,11148,12
CUST-12231,0.597,52,2,92655,2
CUST-12232,0.607,53,4,68407,0
CUST-12233,0.805,62,4,6000,5
CUST-12234,1.0,53,5,57210,9
CUST-12235,0.45,100,4,6332,0
CUST-12236,0.986,73,7,14212,4
CUST-12237,0.308,66,6,687,9
CUST-12238,1.0,82,4,17982,5
CUST-12239,0.82,87,3,30397,7
CUST-12240,0.566,83,5,46691,4
CUST-12241,0.863,49,4,48284,4
CUST-12242,0.487,72,3,64666,11
CUST-12243,0.724,75,2,23576,9
CUST-12244,0.511,61,6,8914,1
CUST-12245,0.791,80,5,6184,12
CUST-12246,0.878,61,3,4777,7
CUST-12247,1.0,70,4,36763,0
CUST-12248,0.496,85,4,2559,2
CUST-12249,0.346,10,4,15931,12
CUST-12250,0.856,68,3,27215,1
CUST-12251,0.539,82,4,19835,2
CUST-12252,0.501,70,2,12596,4
CUST-12253,0.72,100,3,61227,2
CUST-12254,0.689,75,2,16633,2
CUST-12255,0.669,96,2,11082,3
CUST-12256,0.702,77,5,15264,3
CUST-12257,0.568,93,5,67694,1
CUST-12258,0.474,93,3,15791,1
CUST-12259,0.796,92,2,7143,6
CUST-12260,0.502,67,6,113916,2
CUST-12261,0.634,80,6,8887,2
CUST-12262,0.622,93,3,32757,3
CUST-12263,0.923,100,6,15472,3
CUST-12264,0.713,86,5,24889,2
CUST-12265,0.541,100,3,3170,1
CUST-12266,0.882,100,4,9231,14
CUST-12267,0.663,94,3,6170,4
CUST-12268,0.648,47,5,38399,16
CUST-12269,0.334,87,3,54699,0
CUST-12270,1.0,95,5,5967,2
CUST-12271,0.362,52,7,2191,3
CUST-12272,0.535,57,5,84027,5
CUST-12273,0.342,33,2,1113,0
CUST-12274,0.69,96,6,14746,9
CUST-12275,0.566,61,4,87094,1
CUST-12276,0.885,55,3,50560,6
CUST-12277,0.425,87,2,42366,3
CUST-12278,0.751,68,4,3027,7
CUST-12279,0.819,85,2,11337,7
CUST-12280,0.821,64,3,16164,16
CUST-12281,0.999,100,6,991,6
CUST-12282,0.523,22,4,108822,9
CUST-12283,1.0,80,7,13792,0
CUST-12284,0.68,72,5,21696,5
CUST-12285,1.0,81,3,63396,6
CUST-12286,0.73,49,3,20354,0
CUST-12287,0.891,66,3,2016,2
CUST-12288,0.548,46,4,10320,6
CUST-12289,0.836,100,4,12538,1
CUST-12290,0.287,35,7,13519,18
CUST-12291,0.546,68,5,20936,3
CUST-12292,0.678,57,5,5905,12
CUST-12293,0.541,82,4,108242,8
CUST-12294,0.473,75,4,2251,6
CUST-12295,0.299,74,3,28334,2
CUST-12296,0.885,67,5,4650,4
CUST-12297,0.878,73,6,20214,18
CUST-12298,0.824,63,6,27250,2
CUST-12299,0.996,100,5,9621,9
CUST-12300,0.589,63,3,60164,3
CUST-12301,0.411,42,4,2152,7
CUST-12302,0.809,76,3,33650,5
CUST-12303,0.933,66,3,1858,0
CUST-12304,0.654,91,4,14605,5
CUST-12305,0.681,75,4,3716,3
CUST-12306,0.554,59,5,13756,2
CUST-12307,0.888,78,5,24952,2
CUST-12308,0.697,82,3,924,1
CUST-12309,0.394,61,4,1316,1
CUST-12310,0.63,60,7,10225,0
CUST-12311,0.326,68,5,34358,7
CUST-12312,0.806,33,1,28274,9
CUST-12313,0.952,51,3,4728,2
CUST-12314,0.757,100,3,1664,10
CUST-12315,0.985,50,2,92098,0
CUST-12316,0.917,63,6,41484,3
CUST-12317,1.0,50,3,10534,5
CUST-12318,0.7,92,6,9050,7
CUST-12319,0.605,54,4,4711,5
CUST-12320,1.0,30,4,22841,2
CUST-12321,0.743,53,4,6717,4
CUST-12322,0.464,99,4,36081,0
CUST-12323,0.107,61,4,10110,4
CUST-12324,0.694,51,4,38610,5
CUST-12325,0.811,100,2,52182,2
CUST-12326,0.672,13,4,20320,1
CUST-12327,0.972,29,5,3098,17
CUST-12328,0.753,56,3,9221,8
CUST-12329,0.37,78,2,799,9
CUST-12330,1.0,99,7,6012,1
CUST-12331,1.0,100,4,8434,9
CUST-12332,0.567,84,1,5789,9
CUST-12333,0.872,68,4,61819,6
CUST-12334,0.521,100,4,15099,4
CUST-12335,0.671,100,4,5832,2
CUST-12336,0.421,61,4,2908,7
CUST-12337,0.837,94,7,115099,5
CUST-12338,1.0,60,5,15322,8
CUST-12339,0.825,48,6,5119,5
CUST-12340,0.855,100,3,31316,19
CUST-12341,0.504,68,5,54911,0
CUST-12342,0.684,90,4,7368,2
CUST-12343,0.923,61,2,10512,4
CUST-12344,0.6,62,2,45430,4
CUST-12345,0.633,47,5,35118,21
CUST-12346,0.822,67,3,18219,7
CUST-12347,0.449,61,7,23259,4
CUST-12348,0.388,63,2,1640,2
CUST-12349,0.673,69,3,2378,3
CUST-12350,1.0,45,4,7966,1
CUST-12351,0.438,65,4,12312,1
CUST-12352,0.482,47,6,34427,4
CUST-12353,0.394,92,5,193756,3
CUST-12354,0.696,82,5,54362,3
CUST-12355,1.0,61,7,49127,31
CUST-12356,0.664,35,4,13067,6
CUST-12357,0.868,33,5,6924,5
CUST-12358,0.627,62,5,1437,10
CUST-12359,0.609,59,4,23535,3
CUST-12360,0.905,53,2,5849,6
CUST-12361,0.471,63,1,42299,9
CUST-12362,0.659,71,5,1573,9
CUST-12363,0.737,83,2,32093,15
CUST-12364,0.964,68,4,14973,4
CUST-12365,0.577,78,4,2544,1
CUST-12366,0.688,77,3,8853,0
CUST-12367,0.73,75,2,36558,12
CUST-12368,0.524,44,3,41590,3
CUST-12369,0.73,60,3,6290,7
CUST-12370,0.526,52,0,32944,7
CUST-12371,0.825,100,6,46679,3
CUST-12372,0.679,59,3,35665,4
CUST-12373,0.641,82,3,28060,1
CUST-12374,0.899,92,4,8614,6
CUST-12375,0.803,73,5,94859,1
CUST-12376,0.812,66,7,1966,0
CUST-12377,1.0,68,4,16081,16
CUST-12378,0.98,42,4,9924,5
CUST-12379,0.851,48,1,8474,2
CUST-12380,0.819,72,4,8159,18
CUST-12381,0.706,91,2,21023,2
CUST-12382,0.614,47,5,13520,3
CUST-12383,0.267,73,7,5493,1
CUST-12384,1.0,80,7,39442,4
CUST-12385,0.735,65,4,19463,3
CUST-12386,0.786,65,5,41249,1
CUST-12387,0.44,68,5,61978,6
CUST-12388,0.409,93,3,9663,0
CUST-12389,0.713,72,5,28103,11
CUST-12390,0.569,75,4,6523,5
CUST-12391,0.713,27,6,77825,2
CUST-12392,0.509,93,5,8489,4
CUST-12393,0.661,75,6,34743,14
CUST-12394,0.63,89,6,36138,13
CUST-12395,0.605,76,3,26578,9
CUST-12396,0.965,45,2,34763,19
CUST-12397,1.0,90,3,9941,11
CUST-12398,0.326,25,4,8253,32
CUST-12399,1.0,98,6,26502,12
CUST-12400,0.953,27,6,2419,9
CUST-12401,0.453,49,5,9361,9
CUST-12402,0.842,79,4,16739,6
CUST-12403,0.734,63,4,61603,3
CUST-12404,1.0,63,3,8014,4
CUST-12405,1.0,100,6,23725,5
CUST-12406,1.0,47,3,23844,0
CUST-12407,0.592,58,2,12102,0
CUST-12408,0.952,56,5,3085,0
CUST-12409,0.409,10,4,5814,2
CUST-12410,0.48,53,2,8128,0
CUST-12411,0.503,40,1,19066,3
CUST-12412,0.686,98,4,63108,0
CUST-12413,0.668,74,5,13467,1
CUST-12414,0.767,29,6,15323,2
CUST-12415,0.934,70,5,2557,0
CUST-12416,1.0,55,7,46838,0
CUST-12417,0.689,63,5,1697,10
CUST-12418,0.768,73,7,8937,1
CUST-12419,0.754,97,5,13151,3
CUST-12420,0.706,80,3,26947,3
CUST-12421,0.33,77,6,11160,9
CUST-12422,0.618,64,5,21632,6
CUST-12423,0.94,84,7,46693,3
CUST-12424,0.827,80,4,45534,10
CUST-12425,0.393,56,4,8048,1
CUST-12426,0.594,41,3,22310,4
CUST-12427,0.857,59,6,6826,13
CUST-12428,0.788,90,3,4161,1
CUST-12429,0.585,91,3,31405,0
CUST-12430,0.751,59,7,9580,3
CUST-12431,0.561,61,2,11615,3
CUST-12432,0.504,66,4,3575,1
CUST-12433,0.609,67,4,6501,13
CUST-12434,0.605,83,5,19063,11
CUST-12435,0.693,64,4,3244,5
CUST-12436,0.288,73,5,10906,5
CUST-12437,0.48,56,7,5873,11
CUST-12438,0.756,91,2,46563,1
CUST-12439,0.99,55,7,5418,4
CUST-12440,0.803,94,6,9890,11
CUST-12441,0.721,79,5,17058,3
CUST-12442,0.746,71,4,23077,10
CUST-12443,0.72,21,7,21711,2
CUST-12444,0.356,96,4,9802,21
CUST-12445,0.785,28,5,49813,8
CUST-12446,0.909,71,4,42090,2
CUST-12447,0.522,51,1,29535,1
CUST-12448,0.633,80,1,51357,5
CUST-12449,0.05,33,5,17764,11
CUST-12450,0.898,71,4,15360,6
CUST-12451,0.881,66,2,4544,11
CUST-12452,0.955,96,5,6619,2
CUST-12453,0.93,76,4,15415,4
CUST-12454,0.836,80,3,3073,9
CUST-12455,0.487,61,1,20010,4
CUST-12456,0.625,55,2,39038,2
CUST-12457,0.459,100,3,8382,2
CUST-12458,0.799,74,4,25589,8
CUST-12459,0.602,82,5,2543,2
CUST-12460,0.814,76,5,5484,11
CUST-12461,0.356,50,5,24939,4
CUST-12462,0.807,62,4,22354,10
CUST-12463,0.442,74,2,664,10
CUST-12464,0.871,49,3,5559,1
CUST-12465,0.728,66,6,61691,0
CUST-12466,0.897,82,5,11483,5
CUST-12467,0.595,76,5,2191,3
CUST-12468,0.692,52,5,40745,11
CUST-12469,0.908,83,5,8982,2
CUST-12470,0.761,86,1,39469,0
CUST-12471,0.715,90,4,24590,6
CUST-12472,0.66,60,3,10546,2
CUST-12473,0.73,22,4,15633,4
CUST-12474,0.659,63,4,11468,3
CUST-12475,0.976,57,3,18617,2
CUST-12476,0.439,66,3,12404,12
CUST-12477,0.464,69,5,32213,16
CUST-12478,0.519,45,4,4842,16
CUST-12479,0.488,83,4,6238,7
CUST-12480,0.449,100,4,6029,22
CUST-12481,0.901,39,4,11799,5
CUST-12482,1.0,72,3,9954,8
CUST-12483,0.777,54,4,9963,16
CUST-12484,0.789,85,4,806,6
CUST-12485,0.548,67,7,595,6
CUST-12486,0.773,92,3,31909,5
CUST-12487,0.758,92,2,26432,5
CUST-12488,0.574,50,4,2031,13
CUST-12489,0.739,60,2,8643,19
CUST-12490,1.0,50,3,12625,2
CUST-12491,0.724,59,5,10476,4
CUST-12492,1.0,83,4,1123,9
CUST-12493,0.736,81,7,25252,12
CUST-12494,0.43,71,5,42615,1
CUST-12495,0.675,48,5,11213,3
CUST-12496,0.6,66,5,19425,1
CUST-12497,0.796,57,3,5143,12
CUST-12498,0.48,66,7,19144,0
CUST-12499,1.0,61,4,15156,13
CUST-12500,0.543,91,2,78657,7
CUST-12501,0.742,38,2,7316,9
CUST-12502,0.287,53,3,8022,5
CUST-12503,0.422,56,4,4402,1
CUST-12504,0.541,43,3,28218,0
CUST-12505,0.845,90,5,23709,1
CUST-12506,0.93,56,1,67961,6
CUST-12507,0.603,57,1,22633,1
CUST-12508,1.0,67,6,12843,3
CUST-12509,0.467,75,3,6848,10
CUST-12510,1.0,100,0,85274,9
CUST-12511,0.83,53,5,7273,0
CUST-12512,0.404,96,6,44606,0
CUST-12513,0.389,82,4,15981,15
CUST-12514,0.835,40,4,19735,9
CUST-12515,0.953,66,6,49308,3
CUST-12516,0.677,68,2,27691,5
CUST-12517,0.425,70,4,24507,11
CUST-12518,0.172,87,2,4448,1
CUST-12519,0.697,68,5,41246,4
CUST-12520,1.0,98,4,50386,4
CUST-12521,0.595,89,0,12481,4
CUST-12522,0.696,57,3,17500,0
CUST-12523,0.887,49,4,40070,0
CUST-12524,0.911,50,5,12823,0
CUST-12525,0.712,68,3,35368,9
CUST-12526,0.671,72,5,45739,3
CUST-12527,0.819,85,7,23250,1
CUST-12528,0.953,88,4,14209,8
CUST-12529,0.4,62,7,26927,1
CUST-12530,0.534,52,4,6870,0
CUST-12531,0.849,87,6,7009,2
CUST-12532,0.625,74,4,16470,2
CUST-12533,0.05,85,3,8562,5
CUST-12534,0.756,73,5,23550,1
CUST-12535,0.478,37,3,19754,9
CUST-12536,0.781,80,5,21245,3
CUST-12537,0.695,62,5,4795,9
CUST-12538,0.606,97,3,90809,12
CUST-12539,0.791,85,4,56827,3
CUST-12540,0.67,26,6,5584,4
CUST-12541,0.485,57,3,3090,5
CUST-12542,1.0,68,5,5046,0
CUST-12543,0.698,87,1,7842,1
CUST-12544,0.583,78,5,24214,4
CUST-12545,0.684,74,0,33635,10
CUST-12546,0.955,79,3,53027,4
CUST-12547,0.896,98,4,34282,7
CUST-12548,0.735,100,6,55935,5
CUST-12549,0.571,100,5,4950,0
CUST-12550,0.764,93,4,9353,12
CUST-12551,0.482,100,4,7206,9
CUST-12552,0.978,67,4,14916,1
CUST-12553,0.678,78,2,13433,12
CUST-12554,0.754,23,4,81788,8
CUST-12555,0.471,60,1,14353,0
CUST-12556,0.64,85,1,4633,13
CUST-12557,0.689,66,3,33297,2
CUST-12558,1.0,33,3,43714,3
CUST-12559,0.479,78,4,833,4
CUST-12560,0.863,85,5,639,4
CUST-12561,0.217,87,4,6416,10
CUST-12562,0.907,92,1,30872,27
CUST-12563,0.415,83,4,22580,12
CUST-12564,0.852,53,5,38894,2
CUST-12565,0.775,30,4,11000,2
CUST-12566,0.917,46,2,29902,2
CUST-12567,0.828,80,3,11769,5
CUST-12568,0.804,43,3,12715,9
CUST-12569,0.599,66,3,8783,2
CUST-12570,0.768,67,5,61243,2
CUST-12571,0.647,60,2,84529,1
CUST-12572,0.886,54,4,11553,3
CUST-12573,0.562,74,0,27207,7
CUST-12574,0.5,99,7,26756,18
CUST-12575,0.64,98,2,55203,3
CUST-12576,0.879,67,6,69075,5
CUST-12577,0.751,66,4,20358,4
CUST-12578,0.596,82,7,18706,18
CUST-12579,0.405,100,3,16432,0
CUST-12580,0.591,58,7,10006,0
CUST-12581,0.728,76,5,8590,3
CUST-12582,0.689,66,3,23702,17
CUST-12583,0.982,60,7,11927,1
CUST-12584,0.6,73,5,49891,29
CUST-12585,0.406,54,5,8633,0
CUST-12586,0.738,48,4,40817,4
CUST-12587,0.835,82,4,32500,3
CUST-12588,0.554,62,3,18590,6
CUST-12589,0.788,61,4,768,7
CUST-12590,0.411,64,7,4711,19
CUST-12591,0.846,92,6,27899,3
CUST-12592,0.309,74,1,8996,9
CUST-12593,0.323,92,1,4742,3
CUST-12594,0.628,98,7,12815,2
CUST-12595,0.813,71,3,31186,5
CUST-12596,0.484,50,2,29843,19
CUST-12597,0.644,85,5,4709,14
CUST-12598,0.687,68,4,7015,2
CUST-12599,0.687,70,3,21212,19
CUST-12600,0.703,87,2,4052,12
CUST-12601,1.0,24,6,2273,6
CUST-12602,0.376,56,4,18591,9
CUST-12603,0.743,74,5,57235,0
CUST-12604,0.628,64,4,9968,1
CUST-12605,0.838,75,2,1705,5
CUST-12606,0.811,95,3,2507,7
CUST-12607,0.867,68,6,43455,3
CUST-12608,0.674,39,4,4491,1
CUST-12609,0.372,100,7,47103,4
CUST-12610,0.612,39,5,8477,1
CUST-12611,0.78,86,1,8660,13
CUST-12612,0.823,87,3,17266,9
CUST-12613,0.449,74,5,32465,1
CUST-12614,0.841,97,6,19143,16
CUST-12615,0.714,70,2,1136,1
CUST-12616,0.651,32,4,21092,15
CUST-12617,0.99,63,3,33035,1
CUST-12618,0.362,36,5,102700,5
CUST-12619,0.746,100,4,28067,4
CUST-12620,0.686,100,1,37274,1
CUST-12621,0.444,100,3,23607,4
CUST-12622,1.0,59,5,33512,0
CUST-12623,0.775,58,4,12749,3
CUST-12624,0.637,74,2,74737,4
CUST-12625,0.816,86,6,9547,13
CUST-12626,0.742,100,6,2023,2
CUST-12627,0.716,44,7,6222,5
CUST-12628,0.672,93,3,100052,0
CUST-12629,0.521,75,5,4591,1
CUST-12630,0.801,45,3,9107,11
CUST-12631,0.674,79,6,2735,12
CUST-12632,0.589,100,6,2145,2
CUST-12633,0.76,100,4,12872,3
CUST-12634,0.725,70,3,15013,2
CUST-12635,0.367,60,5,51966,3
CUST-12636,0.833,78,6,23874,3
CUST-12637,0.395,29,4,9783,4
CUST-12638,0.534,100,4,947,6
CUST-12639,0.574,72,3,13517,6
CUST-12640,0.585,38,4,10327,7
CUST-12641,0.662,77,4,14814,2
CUST-12642,0.532,100,5,17788,4
CUST-12643,0.732,82,5,18653,0
CUST-12644,0.69,71,3,9715,7
CUST-12645,0.879,44,3,97892,5
CUST-12646,0.873,87,5,17867,8
CUST-12647,0.751,79,5,2996,0
CUST-12648,0.662,64,6,3647,2
CUST-12649,0.68,76,3,33036,15
CUST-12650,0.606,40,2,26916,1
CUST-12651,0.508,100,3,3990,1
CUST-12652,0.889,76,4,21597,0
CUST-12653,0.433,72,4,7012,6
CUST-12654,0.767,72,2,6907,6
CUST-12655,0.567,100,5,1018,2
CUST-12656,0.873,59,3,25392,0
CUST-12657,1.0,52,4,31795,5
CUST-12658,0.494,39,4,85662,3
CUST-12659,0.564,100,3,17062,2
CUST-12660,0.777,48,4,575,0
CUST-12661,0.73,73,5,79698,3
CUST-12662,0.304,48,3,868,4
CUST-12663,0.479,58,5,2985,21
CUST-12664,0.718,46,3,46548,4
CUST-12665,0.866,84,3,24821,5
CUST-12666,0.307,68,3,7483,1
CUST-12667,0.643,86,2,5590,4
CUST-12668,0.979,68,5,25228,0
CUST-12669,0.743,98,3,16614,3
CUST-12670,0.434,87,4,25438,24
CUST-12671,0.882,71,6,49543,4
CUST-12672,0.93,64,4,11001,7
CUST-12673,0.617,53,4,98717,1
CUST-12674,0.447,56,6,49767,2
CUST-12675,0.843,100,5,25323,7
CUST-12676,0.635,71,5,16688,3
CUST-12677,0.536,24,3,22855,2
CUST-12678,0.44,78,5,22099,2
CUST-12679,0.854,76,5,13467,29
CUST-12680,1.0,83,2,17241,1
CUST-12681,0.844,57,4,12530,2
CUST-12682,0.601,63,3,42546,10
CUST-12683,1.0,60,2,32411,4
CUST-12684,0.749,90,6,3759,5
CUST-12685,0.823,63,3,6474,5
CUST-12686,0.582,76,3,11790,0
CUST-12687,0.499,20,3,25016,12
CUST-12688,0.792,31,3,43519,6
CUST-12689,0.675,87,3,36252,3
CUST-12690,0.621,46,4,3578,0
CUST-12691,0.997,49,3,34666,1
CUST-12692,0.763,86,7,9245,0
CUST-12693,0.367,69,5,683,2
CUST-12694,0.592,54,6,11169,4
CUST-12695,0.82,92,4,2802,3
CUST-12696,0.561,50,1,17335,1
CUST-12697,0.52,44,5,23538,2
CUST-12698,0.884,46,4,30168,4
CUST-12699,0.512,91,3,2969,12
CUST-12700,0.725,98,5,20586,17
CUST-12701,0.922,66,2,7079,1
CUST-12702,0.623,69,4,8454,11
CUST-12703,0.747,82,6,4456,8
CUST-12704,0.908,77,5,31997,5
CUST-12705,1.0,65,3,10010,7
CUST-12706,1.0,94,4,6656,0
CUST-12707,0.964,81,2,4604,0
CUST-12708,0.52,73,4,5524,5
CUST-12709,0.988,57,5,14071,3
CUST-12710,0.618,86,4,569,4
CUST-12711,0.801,54,5,14952,1
CUST-12712,0.952,52,2,39462,8
CUST-12713,0.234,61,2,47738,3
CUST-12714,0.421,89,1,56997,4
CUST-12715,0.45,97,6,19462,8
CUST-12716,0.563,91,6,35836,5
CUST-12717,0.905,74,4,33017,11
CUST-12718,0.895,65,5,2773,5
CUST-12719,0.889,92,2,21495,0
CUST-12720,0.148,98,4,16904,7
CUST-12721,1.0,94,2,5075,9
CUST-12722,0.853,85,4,22028,13
CUST-12723,0.82,100,4,23610,6
CUST-12724,0.291,97,6,50396,8
CUST-12725,0.725,95,3,12769,6
CUST-12726,0.313,79,6,61475,1
CUST-12727,0.66,22,2,17285,22
CUST-12728,0.983,69,3,30239,6
CUST-12729,0.768,65,4,7403,8
CUST-12730,0.862,63,4,30502,4
CUST-12731,0.701,58,3,22357,8
CUST-12732,0.869,47,4,37863,1
CUST-12733,0.878,63,3,31361,6
CUST-12734,0.728,77,6,4653,10
CUST-12735,0.613,47,3,4922,24
CUST-12736,0.453,76,3,1938,0
CUST-12737,0.393,82,5,111564,0
CUST-12738,0.627,82,3,107759,23
CUST-12739,0.618,76,6,3946,1
CUST-12740,0.916,80,4,19622,6
CUST-12741,0.96,56,5,34161,2
CUST-12742,0.546,64,3,61585,5
CUST-12743,0.74,70,4,9366,0
CUST-12744,0.394,95,4,1782,1
CUST-12745,1.0,65,1,17691,0
CUST-12746,0.714,81,4,30724,25
CUST-12747,0.626,49,3,2909,0
CUST-12748,0.833,85,3,5497,7
CUST-12749,0.922,72,5,9889,2
CUST-12750,0.804,58,6,45976,6
CUST-12751,1.0,47,2,5250,3
CUST-12752,0.768,52,4,30637,13
CUST-12753,0.662,59,2,716,13
CUST-12754,0.736,33,6,7698,7
CUST-12755,0.816,75,3,63424,0
CUST-12756,0.733,48,4,7641,3
CUST-12757,0.397,100,4,73465,4
CUST-12758,0.414,52,5,36667,1
CUST-12759,0.736,74,5,3922,7
CUST-12760,0.683,30,3,37088,10
CUST-12761,0.646,52,3,14551,10
CUST-12762,0.725,83,4,3452,1
CUST-12763,0.667,70,1,52294,1
CUST-12764,0.793,96,5,1169,4
CUST-12765,0.79,78,5,4059,2
CUST-12766,0.688,91,4,46137,9
CUST-12767,0.706,72,4,44070,2
CUST-12768,0.606,99,4,7574,9
CUST-12769,0.712,79,4,4110,7
CUST-12770,0.548,31,3,14291,0
CUST-12771,0.588,69,5,42454,8
CUST-12772,0.852,73,4,8301,5
CUST-12773,0.904,64,1,42880,0
CUST-12774,0.299,57,4,61494,1
CUST-12775,0.607,32,5,33848,1
CUST-12776,0.551,58,5,62067,8
CUST-12777,0.623,39,5,8529,2
CUST-12778,0.54,84,1,23642,21
CUST-12779,0.843,72,4,8524,11
CUST-12780,0.343,66,5,16378,7
CUST-12781,0.808,64,4,9004,0
CUST-12782,0.471,22,3,6682,9
CUST-12783,0.705,56,6,15959,1
CUST-12784,0.911,53,2,36015,8
CUST-12785,1.0,66,5,16969,3
CUST-12786,0.908,40,3,100712,6
CUST-12787,0.77,52,4,39550,12
CUST-12788,0.612,51,5,42157,0
